Company,Location,State,Month,Quarter,PL_Head,Category,Budget,Actual,Salesperson
Company 1,San Francisco,California,April,Quarter-2,Cost,Cost - Product 1,18424.03628,17502.83447,NA
Company 1,San Francisco,California,April,Quarter-2,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,April,Quarter-2,Cost,Cost - Product 3,9212.018141,8290.816327,NA
Company 1,San Francisco,California,May,Quarter-2,Cost,Cost - Product 1,18424.03628,17502.83447,NA
Company 1,San Francisco,California,May,Quarter-2,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,May,Quarter-2,Cost,Cost - Product 3,9212.018141,10133.21995,NA
Company 1,San Francisco,California,June,Quarter-2,Cost,Cost - Product 1,18424.03628,17502.83447,NA
Company 1,San Francisco,California,June,Quarter-2,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,June,Quarter-2,Cost,Cost - Product 3,9212.018141,11054.42177,NA
Company 1,San Francisco,California,July,Quarter-3,Cost,Cost - Product 1,18424.03628,17502.83447,NA
Company 1,San Francisco,California,July,Quarter-3,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,July,Quarter-3,Cost,Cost - Product 3,9212.018141,6909.013605,NA
Company 1,San Francisco,California,Aug,Quarter-3,Cost,Cost - Product 1,18424.03628,17502.83447,NA
Company 1,San Francisco,California,Aug,Quarter-3,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,Aug,Quarter-3,Cost,Cost - Product 3,9212.018141,6909.013605,NA
Company 1,San Francisco,California,Sept,Quarter-3,Cost,Cost - Product 1,18424.03628,31320.86168,NA
Company 1,San Francisco,California,Sept,Quarter-3,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,Sept,Quarter-3,Cost,Cost - Product 3,9212.018141,6909.013605,NA
Company 1,San Francisco,California,Oct,Quarter-4,Cost,Cost - Product 1,18424.03628,31320.86168,NA
Company 1,San Francisco,California,Oct,Quarter-4,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,Oct,Quarter-4,Cost,Cost - Product 3,9212.018141,6909.013605,NA
Company 1,San Francisco,California,Nov,Quarter-4,Cost,Cost - Product 1,18424.03628,31320.86168,NA
Company 1,San Francisco,California,Nov,Quarter-4,Cost,Cost - Product 2,9212.018141,8290.816327,NA
Company 1,San Francisco,California,Nov,Quarter-4,Cost,Cost - Product 3,9212.018141,6909.013605,NA
Company 1,San Francisco,California,Dec,Quarter-4,Cost,Cost - Product 1,18424.03628,31320.86168,NA
Company 1,San Francisco,California,Dec,Quarter-4,Cost,Cost - Product 2,9212.018141,8290.816327,NA
Company 1,San Francisco,California,Dec,Quarter-4,Cost,Cost - Product 3,9212.018141,8290.816327,NA
Company 2,Culver City,California,Jan,Quarter-1,Cost,Cost - Product 1,34013.60544,40816.32653,NA
Company 2,Culver City,California,Jan,Quarter-1,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,Jan,Quarter-1,Cost,Cost - Product 3,17006.80272,14455.78231,NA
Company 2,Culver City,California,Feb,Quarter-1,Cost,Cost - Product 1,34013.60544,40816.32653,NA
Company 2,Culver City,California,Feb,Quarter-1,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,Feb,Quarter-1,Cost,Cost - Product 3,17006.80272,13605.44218,NA
Company 2,Culver City,California,Mar,Quarter-1,Cost,Cost - Product 1,34013.60544,40816.32653,NA
Company 2,Culver City,California,Mar,Quarter-1,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,Mar,Quarter-1,Cost,Cost - Product 3,17006.80272,14625.85034,NA
Company 2,Culver City,California,April,Quarter-2,Cost,Cost - Product 1,34013.60544,32312.92517,NA
Company 2,Culver City,California,April,Quarter-2,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,April,Quarter-2,Cost,Cost - Product 3,17006.80272,15306.12245,NA
Company 2,Culver City,California,May,Quarter-2,Cost,Cost - Product 1,34013.60544,32312.92517,NA
Company 2,Culver City,California,May,Quarter-2,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,May,Quarter-2,Cost,Cost - Product 3,17006.80272,18707.48299,NA
Company 2,Culver City,California,June,Quarter-2,Cost,Cost - Product 1,34013.60544,32312.92517,NA
Company 2,Culver City,California,June,Quarter-2,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,June,Quarter-2,Cost,Cost - Product 3,17006.80272,20408.16327,NA
Company 2,Culver City,California,July,Quarter-3,Cost,Cost - Product 1,34013.60544,32312.92517,NA
Company 2,Culver City,California,July,Quarter-3,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,July,Quarter-3,Cost,Cost - Product 3,17006.80272,12755.10204,NA
Company 2,Culver City,California,Aug,Quarter-3,Cost,Cost - Product 1,34013.60544,32312.92517,NA
Company 2,Culver City,California,Aug,Quarter-3,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,Aug,Quarter-3,Cost,Cost - Product 3,17006.80272,12755.10204,NA
Company 2,Culver City,California,Sept,Quarter-3,Cost,Cost - Product 1,34013.60544,57823.12925,NA
Company 2,Culver City,California,Sept,Quarter-3,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,Sept,Quarter-3,Cost,Cost - Product 3,17006.80272,12755.10204,NA
Company 2,Culver City,California,Oct,Quarter-4,Cost,Cost - Product 1,34013.60544,57823.12925,NA
Company 2,Culver City,California,Oct,Quarter-4,Cost,Cost - Product 2,17006.80272,6802.721088,NA
Company 2,Culver City,California,Oct,Quarter-4,Cost,Cost - Product 3,17006.80272,12755.10204,NA
Company 2,Culver City,California,Nov,Quarter-4,Cost,Cost - Product 1,34013.60544,57823.12925,NA
Company 2,Culver City,California,Nov,Quarter-4,Cost,Cost - Product 2,17006.80272,15306.12245,NA
Company 2,Culver City,California,Nov,Quarter-4,Cost,Cost - Product 3,17006.80272,12755.10204,NA
Company 2,Culver City,California,Dec,Quarter-4,Cost,Cost - Product 1,34013.60544,57823.12925,NA
Company 2,Culver City,California,Dec,Quarter-4,Cost,Cost - Product 2,17006.80272,15306.12245,NA
Company 2,Culver City,California,Dec,Quarter-4,Cost,Cost - Product 3,17006.80272,15306.12245,NA
Company 3,Cupertino,California,Jan,Quarter-1,Cost,Cost - Product 1,14795.91837,17755.10204,NA
Company 3,Cupertino,California,Jan,Quarter-1,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,Jan,Quarter-1,Cost,Cost - Product 3,7397.959184,6288.265306,NA
Company 3,Cupertino,California,Feb,Quarter-1,Cost,Cost - Product 1,14795.91837,17755.10204,NA
Company 3,Cupertino,California,Feb,Quarter-1,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,Feb,Quarter-1,Cost,Cost - Product 3,7397.959184,5918.367347,NA
Company 3,Cupertino,California,Mar,Quarter-1,Cost,Cost - Product 1,14795.91837,17755.10204,NA
Company 3,Cupertino,California,Mar,Quarter-1,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,Mar,Quarter-1,Cost,Cost - Product 3,7397.959184,6362.244898,NA
Company 3,Cupertino,California,April,Quarter-2,Cost,Cost - Product 1,14795.91837,14056.12245,NA
Company 3,Cupertino,California,April,Quarter-2,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,April,Quarter-2,Cost,Cost - Product 3,7397.959184,6658.163265,NA
Company 3,Cupertino,California,May,Quarter-2,Cost,Cost - Product 1,14795.91837,14056.12245,NA
Company 3,Cupertino,California,May,Quarter-2,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,May,Quarter-2,Cost,Cost - Product 3,7397.959184,8137.755102,NA
Company 3,Cupertino,California,June,Quarter-2,Cost,Cost - Product 1,14795.91837,14056.12245,NA
Company 3,Cupertino,California,June,Quarter-2,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,June,Quarter-2,Cost,Cost - Product 3,7397.959184,8877.55102,NA
Company 3,Cupertino,California,July,Quarter-3,Cost,Cost - Product 1,14795.91837,14056.12245,NA
Company 3,Cupertino,California,July,Quarter-3,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,July,Quarter-3,Cost,Cost - Product 3,7397.959184,5548.469388,NA
Company 3,Cupertino,California,Aug,Quarter-3,Cost,Cost - Product 1,14795.91837,14056.12245,NA
Company 3,Cupertino,California,Aug,Quarter-3,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,Aug,Quarter-3,Cost,Cost - Product 3,7397.959184,5548.469388,NA
Company 3,Cupertino,California,Sept,Quarter-3,Cost,Cost - Product 1,14795.91837,25153.06122,NA
Company 3,Cupertino,California,Sept,Quarter-3,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,Sept,Quarter-3,Cost,Cost - Product 3,7397.959184,5548.469388,NA
Company 3,Cupertino,California,Oct,Quarter-4,Cost,Cost - Product 1,14795.91837,25153.06122,NA
Company 3,Cupertino,California,Oct,Quarter-4,Cost,Cost - Product 2,7397.959184,2959.183673,NA
Company 3,Cupertino,California,Oct,Quarter-4,Cost,Cost - Product 3,7397.959184,5548.469388,NA
Company 3,Cupertino,California,Nov,Quarter-4,Cost,Cost - Product 1,14795.91837,25153.06122,NA
Company 3,Cupertino,California,Nov,Quarter-4,Cost,Cost - Product 2,7397.959184,6658.163265,NA
Company 3,Cupertino,California,Nov,Quarter-4,Cost,Cost - Product 3,7397.959184,5548.469388,NA
Company 3,Cupertino,California,Dec,Quarter-4,Cost,Cost - Product 1,14795.91837,25153.06122,NA
Company 3,Cupertino,California,Dec,Quarter-4,Cost,Cost - Product 2,7397.959184,6658.163265,NA
Company 3,Cupertino,California,Dec,Quarter-4,Cost,Cost - Product 3,7397.959184,6658.163265,NA
Company 4,Austin,Texas,Jan,Quarter-1,Cost,Cost - Product 1,43367.34694,52040.81633,NA
Company 4,Austin,Texas,Jan,Quarter-1,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,Jan,Quarter-1,Cost,Cost - Product 3,21683.67347,18431.12245,NA
Company 4,Austin,Texas,Feb,Quarter-1,Cost,Cost - Product 1,43367.34694,52040.81633,NA
Company 4,Austin,Texas,Feb,Quarter-1,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,Feb,Quarter-1,Cost,Cost - Product 3,21683.67347,17346.93878,NA
Company 4,Austin,Texas,Mar,Quarter-1,Cost,Cost - Product 1,43367.34694,52040.81633,NA
Company 4,Austin,Texas,Mar,Quarter-1,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,Mar,Quarter-1,Cost,Cost - Product 3,21683.67347,18647.95918,NA
Company 4,Austin,Texas,April,Quarter-2,Cost,Cost - Product 1,43367.34694,41198.97959,NA
Company 4,Austin,Texas,April,Quarter-2,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,April,Quarter-2,Cost,Cost - Product 3,21683.67347,19515.30612,NA
Company 4,Austin,Texas,May,Quarter-2,Cost,Cost - Product 1,43367.34694,41198.97959,NA
Company 4,Austin,Texas,May,Quarter-2,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,May,Quarter-2,Cost,Cost - Product 3,21683.67347,23852.04082,NA
Company 4,Austin,Texas,June,Quarter-2,Cost,Cost - Product 1,43367.34694,41198.97959,NA
Company 4,Austin,Texas,June,Quarter-2,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,June,Quarter-2,Cost,Cost - Product 3,21683.67347,26020.40816,NA
Company 4,Austin,Texas,July,Quarter-3,Cost,Cost - Product 1,43367.34694,41198.97959,NA
Company 4,Austin,Texas,July,Quarter-3,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,July,Quarter-3,Cost,Cost - Product 3,21683.67347,16262.7551,NA
Company 4,Austin,Texas,Aug,Quarter-3,Cost,Cost - Product 1,43367.34694,41198.97959,NA
Company 4,Austin,Texas,Aug,Quarter-3,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,Aug,Quarter-3,Cost,Cost - Product 3,21683.67347,16262.7551,NA
Company 4,Austin,Texas,Sept,Quarter-3,Cost,Cost - Product 1,43367.34694,73724.4898,NA
Company 4,Austin,Texas,Sept,Quarter-3,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,Sept,Quarter-3,Cost,Cost - Product 3,21683.67347,16262.7551,NA
Company 4,Austin,Texas,Oct,Quarter-4,Cost,Cost - Product 1,43367.34694,73724.4898,NA
Company 4,Austin,Texas,Oct,Quarter-4,Cost,Cost - Product 2,21683.67347,8673.469388,NA
Company 4,Austin,Texas,Oct,Quarter-4,Cost,Cost - Product 3,21683.67347,16262.7551,NA
Company 4,Austin,Texas,Nov,Quarter-4,Cost,Cost - Product 1,43367.34694,73724.4898,NA
Company 4,Austin,Texas,Nov,Quarter-4,Cost,Cost - Product 2,21683.67347,19515.30612,NA
Company 4,Austin,Texas,Nov,Quarter-4,Cost,Cost - Product 3,21683.67347,16262.7551,NA
Company 4,Austin,Texas,Dec,Quarter-4,Cost,Cost - Product 1,43367.34694,73724.4898,NA
Company 4,Austin,Texas,Dec,Quarter-4,Cost,Cost - Product 2,21683.67347,19515.30612,NA
Company 4,Austin,Texas,Dec,Quarter-4,Cost,Cost - Product 3,21683.67347,19515.30612,NA
Company 5,Houston,Texas,Jan,Quarter-1,Cost,Cost - Product 1,51020.40816,61224.4898,NA
Company 5,Houston,Texas,Jan,Quarter-1,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,Jan,Quarter-1,Cost,Cost - Product 3,25510.20408,21683.67347,NA
Company 5,Houston,Texas,Feb,Quarter-1,Cost,Cost - Product 1,51020.40816,61224.4898,NA
Company 5,Houston,Texas,Feb,Quarter-1,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,Feb,Quarter-1,Cost,Cost - Product 3,25510.20408,20408.16327,NA
Company 5,Houston,Texas,Mar,Quarter-1,Cost,Cost - Product 1,51020.40816,61224.4898,NA
Company 5,Houston,Texas,Mar,Quarter-1,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,Mar,Quarter-1,Cost,Cost - Product 3,25510.20408,21938.77551,NA
Company 5,Houston,Texas,April,Quarter-2,Cost,Cost - Product 1,51020.40816,48469.38776,NA
Company 5,Houston,Texas,April,Quarter-2,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,April,Quarter-2,Cost,Cost - Product 3,25510.20408,22959.18367,NA
Company 5,Houston,Texas,May,Quarter-2,Cost,Cost - Product 1,51020.40816,48469.38776,NA
Company 5,Houston,Texas,May,Quarter-2,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,May,Quarter-2,Cost,Cost - Product 3,25510.20408,28061.22449,NA
Company 5,Houston,Texas,June,Quarter-2,Cost,Cost - Product 1,51020.40816,48469.38776,NA
Company 5,Houston,Texas,June,Quarter-2,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,June,Quarter-2,Cost,Cost - Product 3,25510.20408,30612.2449,NA
Company 5,Houston,Texas,July,Quarter-3,Cost,Cost - Product 1,51020.40816,48469.38776,NA
Company 5,Houston,Texas,July,Quarter-3,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,July,Quarter-3,Cost,Cost - Product 3,25510.20408,19132.65306,NA
Company 5,Houston,Texas,Aug,Quarter-3,Cost,Cost - Product 1,51020.40816,48469.38776,NA
Company 5,Houston,Texas,Aug,Quarter-3,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,Aug,Quarter-3,Cost,Cost - Product 3,25510.20408,19132.65306,NA
Company 5,Houston,Texas,Sept,Quarter-3,Cost,Cost - Product 1,51020.40816,86734.69388,NA
Company 5,Houston,Texas,Sept,Quarter-3,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,Sept,Quarter-3,Cost,Cost - Product 3,25510.20408,19132.65306,NA
Company 5,Houston,Texas,Oct,Quarter-4,Cost,Cost - Product 1,51020.40816,86734.69388,NA
Company 5,Houston,Texas,Oct,Quarter-4,Cost,Cost - Product 2,25510.20408,10204.08163,NA
Company 5,Houston,Texas,Oct,Quarter-4,Cost,Cost - Product 3,25510.20408,19132.65306,NA
Company 5,Houston,Texas,Nov,Quarter-4,Cost,Cost - Product 1,51020.40816,86734.69388,NA
Company 5,Houston,Texas,Nov,Quarter-4,Cost,Cost - Product 2,25510.20408,22959.18367,NA
Company 5,Houston,Texas,Nov,Quarter-4,Cost,Cost - Product 3,25510.20408,19132.65306,NA
Company 5,Houston,Texas,Dec,Quarter-4,Cost,Cost - Product 1,51020.40816,86734.69388,NA
Company 5,Houston,Texas,Dec,Quarter-4,Cost,Cost - Product 2,25510.20408,22959.18367,NA
Company 5,Houston,Texas,Dec,Quarter-4,Cost,Cost - Product 3,25510.20408,22959.18367,NA
Company 6,Miami,Florida,Jan,Quarter-1,Cost,Cost - Product 1,124716.5533,149659.8639,NA
Company 6,Miami,Florida,Jan,Quarter-1,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,Jan,Quarter-1,Cost,Cost - Product 3,62358.27664,53004.53515,NA
Company 6,Miami,Florida,Feb,Quarter-1,Cost,Cost - Product 1,124716.5533,149659.8639,NA
Company 6,Miami,Florida,Feb,Quarter-1,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,Feb,Quarter-1,Cost,Cost - Product 3,62358.27664,49886.62132,NA
Company 6,Miami,Florida,Mar,Quarter-1,Cost,Cost - Product 1,124716.5533,149659.8639,NA
Company 6,Miami,Florida,Mar,Quarter-1,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,Mar,Quarter-1,Cost,Cost - Product 3,62358.27664,53628.11791,NA
Company 6,Miami,Florida,April,Quarter-2,Cost,Cost - Product 1,124716.5533,118480.7256,NA
Company 6,Miami,Florida,April,Quarter-2,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,April,Quarter-2,Cost,Cost - Product 3,62358.27664,56122.44898,NA
Company 6,Miami,Florida,May,Quarter-2,Cost,Cost - Product 1,124716.5533,118480.7256,NA
Company 6,Miami,Florida,May,Quarter-2,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,May,Quarter-2,Cost,Cost - Product 3,62358.27664,68594.10431,NA
Company 6,Miami,Florida,June,Quarter-2,Cost,Cost - Product 1,124716.5533,118480.7256,NA
Company 6,Miami,Florida,June,Quarter-2,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,June,Quarter-2,Cost,Cost - Product 3,62358.27664,74829.93197,NA
Company 6,Miami,Florida,July,Quarter-3,Cost,Cost - Product 1,124716.5533,118480.7256,NA
Company 6,Miami,Florida,July,Quarter-3,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,July,Quarter-3,Cost,Cost - Product 3,62358.27664,46768.70748,NA
Company 6,Miami,Florida,Aug,Quarter-3,Cost,Cost - Product 1,124716.5533,118480.7256,NA
Company 6,Miami,Florida,Aug,Quarter-3,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,Aug,Quarter-3,Cost,Cost - Product 3,62358.27664,46768.70748,NA
Company 6,Miami,Florida,Sept,Quarter-3,Cost,Cost - Product 1,124716.5533,212018.1406,NA
Company 6,Miami,Florida,Sept,Quarter-3,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,Sept,Quarter-3,Cost,Cost - Product 3,62358.27664,46768.70748,NA
Company 6,Miami,Florida,Oct,Quarter-4,Cost,Cost - Product 1,124716.5533,212018.1406,NA
Company 6,Miami,Florida,Oct,Quarter-4,Cost,Cost - Product 2,62358.27664,24943.31066,NA
Company 6,Miami,Florida,Oct,Quarter-4,Cost,Cost - Product 3,62358.27664,46768.70748,NA
Company 6,Miami,Florida,Nov,Quarter-4,Cost,Cost - Product 1,124716.5533,212018.1406,NA
Company 6,Miami,Florida,Nov,Quarter-4,Cost,Cost - Product 2,62358.27664,56122.44898,NA
Company 6,Miami,Florida,Nov,Quarter-4,Cost,Cost - Product 3,62358.27664,46768.70748,NA
Company 6,Miami,Florida,Dec,Quarter-4,Cost,Cost - Product 1,124716.5533,212018.1406,NA
Company 6,Miami,Florida,Dec,Quarter-4,Cost,Cost - Product 2,62358.27664,56122.44898,NA
Company 6,Miami,Florida,Dec,Quarter-4,Cost,Cost - Product 3,62358.27664,56122.44898,NA
Company 7,Tampa,Florida,Jan,Quarter-1,Cost,Cost - Product 1,42517.0068,51020.40816,NA
Company 7,Tampa,Florida,Jan,Quarter-1,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,Jan,Quarter-1,Cost,Cost - Product 3,21258.5034,18069.72789,NA
Company 7,Tampa,Florida,Feb,Quarter-1,Cost,Cost - Product 1,42517.0068,51020.40816,NA
Company 7,Tampa,Florida,Feb,Quarter-1,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,Feb,Quarter-1,Cost,Cost - Product 3,21258.5034,17006.80272,NA
Company 7,Tampa,Florida,Mar,Quarter-1,Cost,Cost - Product 1,42517.0068,51020.40816,NA
Company 7,Tampa,Florida,Mar,Quarter-1,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,Mar,Quarter-1,Cost,Cost - Product 3,21258.5034,18282.31293,NA
Company 7,Tampa,Florida,April,Quarter-2,Cost,Cost - Product 1,42517.0068,40391.15646,NA
Company 7,Tampa,Florida,April,Quarter-2,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,April,Quarter-2,Cost,Cost - Product 3,21258.5034,19132.65306,NA
Company 7,Tampa,Florida,May,Quarter-2,Cost,Cost - Product 1,42517.0068,40391.15646,NA
Company 7,Tampa,Florida,May,Quarter-2,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,May,Quarter-2,Cost,Cost - Product 3,21258.5034,23384.35374,NA
Company 7,Tampa,Florida,June,Quarter-2,Cost,Cost - Product 1,42517.0068,40391.15646,NA
Company 7,Tampa,Florida,June,Quarter-2,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,June,Quarter-2,Cost,Cost - Product 3,21258.5034,25510.20408,NA
Company 7,Tampa,Florida,July,Quarter-3,Cost,Cost - Product 1,42517.0068,40391.15646,NA
Company 7,Tampa,Florida,July,Quarter-3,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,July,Quarter-3,Cost,Cost - Product 3,21258.5034,15943.87755,NA
Company 7,Tampa,Florida,Aug,Quarter-3,Cost,Cost - Product 1,42517.0068,40391.15646,NA
Company 7,Tampa,Florida,Aug,Quarter-3,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,Aug,Quarter-3,Cost,Cost - Product 3,21258.5034,15943.87755,NA
Company 7,Tampa,Florida,Sept,Quarter-3,Cost,Cost - Product 1,42517.0068,72278.91156,NA
Company 7,Tampa,Florida,Sept,Quarter-3,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,Sept,Quarter-3,Cost,Cost - Product 3,21258.5034,15943.87755,NA
Company 7,Tampa,Florida,Oct,Quarter-4,Cost,Cost - Product 1,42517.0068,72278.91156,NA
Company 7,Tampa,Florida,Oct,Quarter-4,Cost,Cost - Product 2,21258.5034,8503.401361,NA
Company 7,Tampa,Florida,Oct,Quarter-4,Cost,Cost - Product 3,21258.5034,15943.87755,NA
Company 7,Tampa,Florida,Nov,Quarter-4,Cost,Cost - Product 1,42517.0068,72278.91156,NA
Company 7,Tampa,Florida,Nov,Quarter-4,Cost,Cost - Product 2,21258.5034,19132.65306,NA
Company 7,Tampa,Florida,Nov,Quarter-4,Cost,Cost - Product 3,21258.5034,15943.87755,NA
Company 7,Tampa,Florida,Dec,Quarter-4,Cost,Cost - Product 1,42517.0068,72278.91156,NA
Company 7,Tampa,Florida,Dec,Quarter-4,Cost,Cost - Product 2,21258.5034,19132.65306,NA
Company 7,Tampa,Florida,Dec,Quarter-4,Cost,Cost - Product 3,21258.5034,19132.65306,NA
Company 8,Denver,Colorado,Jan,Quarter-1,Cost,Cost - Product 1,7709.750567,9251.70068,NA
Company 8,Denver,Colorado,Jan,Quarter-1,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,Jan,Quarter-1,Cost,Cost - Product 3,3854.875283,3276.643991,NA
Company 8,Denver,Colorado,Feb,Quarter-1,Cost,Cost - Product 1,7709.750567,9251.70068,NA
Company 8,Denver,Colorado,Feb,Quarter-1,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,Feb,Quarter-1,Cost,Cost - Product 3,3854.875283,3083.900227,NA
Company 8,Denver,Colorado,Mar,Quarter-1,Cost,Cost - Product 1,7709.750567,9251.70068,NA
Company 8,Denver,Colorado,Mar,Quarter-1,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,Mar,Quarter-1,Cost,Cost - Product 3,3854.875283,3315.192744,NA
Company 8,Denver,Colorado,April,Quarter-2,Cost,Cost - Product 1,7709.750567,7324.263039,NA
Company 8,Denver,Colorado,April,Quarter-2,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,April,Quarter-2,Cost,Cost - Product 3,3854.875283,3469.387755,NA
Company 8,Denver,Colorado,May,Quarter-2,Cost,Cost - Product 1,7709.750567,7324.263039,NA
Company 8,Denver,Colorado,May,Quarter-2,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,May,Quarter-2,Cost,Cost - Product 3,3854.875283,4240.362812,NA
Company 8,Denver,Colorado,June,Quarter-2,Cost,Cost - Product 1,7709.750567,7324.263039,NA
Company 8,Denver,Colorado,June,Quarter-2,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,June,Quarter-2,Cost,Cost - Product 3,3854.875283,4625.85034,NA
Company 8,Denver,Colorado,July,Quarter-3,Cost,Cost - Product 1,7709.750567,7324.263039,NA
Company 8,Denver,Colorado,July,Quarter-3,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,July,Quarter-3,Cost,Cost - Product 3,3854.875283,2891.156463,NA
Company 8,Denver,Colorado,Aug,Quarter-3,Cost,Cost - Product 1,7709.750567,7324.263039,NA
Company 8,Denver,Colorado,Aug,Quarter-3,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,Aug,Quarter-3,Cost,Cost - Product 3,3854.875283,2891.156463,NA
Company 8,Denver,Colorado,Sept,Quarter-3,Cost,Cost - Product 1,7709.750567,13106.57596,NA
Company 8,Denver,Colorado,Sept,Quarter-3,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,Sept,Quarter-3,Cost,Cost - Product 3,3854.875283,2891.156463,NA
Company 8,Denver,Colorado,Oct,Quarter-4,Cost,Cost - Product 1,7709.750567,13106.57596,NA
